"",gene_symbol,GSM2114345,GSM2114346,GSM2114347,GSM2114348,GSM2114349,GSM2114350,GSM2114351,GSM2114352,GSM2114353,GSM2114354,GSM2114355,GSM2114356,GSM2114357,GSM2114358,GSM2114359,GSM2114360
ENSG00000172954,LCLAT1,604.5682,636.2296,391.227,315.0986,373.308,370.2926,372.2658,374.5304,387.0355,474.8332,379.4591,317.0735,671.422,246.9105,335.7638,421.8577
ENSG00000172955,ADH6,9.8383,11.2733,4.9043,7.4789,11.4365,3.382,2.5504,1.7159,1.6856,6.4181,5.4135,2.4936,10.3723,2.1286,8.8838,5.0218
ENSG00000172965,MIR4435-2HG,1053.7766,605.9557,706.7504,801.5217,890.0907,1117.7027,866.0084,1668.5925,1151.7956,929.6068,768.8796,502.3688,718.8341,295.4455,342.204,514.173
ENSG00000172967,XKR3,1.9786,1.9695,68.8,2.0139,57.9103,0,10.9343,102.4695,8.9645,35.5175,8.7602,30.3947,3.9916,33.9107,5.9717,4.0343
ENSG00000172969,FRG2C,0,0,3.0151,1.0181,0,0,2.5341,1.479,1.9878,0,0,0,0,1.0833,1.4921,0
ENSG00000172977,KAT5,1417.8201,1651.1165,1019.4047,780.725,1188.2319,898.2794,763.2876,1326.2535,886.2722,735.2076,968.0128,705.8138,1112.6558,543.3531,693.3343,621.017
ENSG00000172985,SH3RF3,163.4501,451.3342,403.6108,161.8468,250.355,102.2276,100.3603,202.7895,156.2176,120.4466,129.6279,128.0442,302.5356,135.0741,66.9471,72.4837
ENSG00000172986,GXYLT2,3.0324,14.9535,12.6305,5.1885,2.1477,6.3273,6.1139,7.1367,6.9889,4.0097,3.9086,3.0996,9.2835,6.208,5.0228,8.0621
ENSG00000172987,HPSE2,2.5188,0,1.8696,0.8567,1.8722,2.5519,1.6722,0.8597,10.8664,5.8582,1.7282,0.861,7.4837,1.747,0,1.7077
ENSG00000172992,DCAKD,284.6543,369.4678,117.5699,203.2414,201.1366,163.3059,125.5565,285.2554,224.761,173.4569,91.364,223.2574,256.4534,146.1705,194.5024,151.0168
ENSG00000172995,ARPP21,1.1517,0.3672,0,0.4878,8.3743,0,2.1023,0,0,0,1.1332,9.0572,6.8129,4.7189,6.065,6.9043
ENSG00000173011,TADA2B,2002.0973,2126.9125,1687.6042,1666.1162,2206.0264,1842.9072,1620.1823,2024.1172,1616.6093,1550.1111,1955.9416,1496.4981,1949.4103,1252.5756,1604.937,1214.354
ENSG00000173013,CCDC96,90.033,55.1757,45.8785,77.6126,92.9077,64.3522,55.4861,73.0135,37.8277,68.0683,49.6452,43.5906,68.4145,42.16,51.5781,51.3951
ENSG00000173020,GRK2,18392.1277,13771.0719,15308.0406,12117.6104,21397.9598,18724.0291,13596.0563,17000.5667,14679.4087,11927.1083,11559.6478,15574.122,18995.7092,9196.1124,10568.1318,10384.56
ENSG00000173039,RELA,3579.9314,4138.9296,2727.2533,1927.3955,2875.0598,2279.9478,2562.7034,4084.4975,2889.9791,2439.929,2582.0774,2030.57,3355.2726,1868.0566,2105.6043,1963.4579
ENSG00000173040,EVC2,27.6081,64.8663,34.8012,36.2318,38.4636,35.5283,28.7043,28.1828,30.7112,37.2142,37.3345,40.393,55.6595,12.3125,29.4424,13.0328
ENSG00000173041,ZNF680,202.7714,187.6314,109.0393,179.9005,187.9878,123.5356,106.6146,120.8955,129.6677,90.2156,88.8376,128.1806,145.0226,121.8289,146.4073,72.2276
ENSG00000173064,HECTD4,4148.2461,2733.3992,1555.1958,2391.0081,4031.2828,1827.0357,1901.0717,3163.7693,2295.573,2087.9716,1476.3348,1877.3221,3988.0328,1328.3244,1865.085,1869.8839
ENSG00000173065,FAM222B,296.9152,363.6267,277.2584,211.3834,350.109,246.8617,184.7619,296.4085,292.8775,229.6184,171.1165,214.6199,277.2458,152.8763,233.6709,227.2287
ENSG00000173068,BNC2,97.0904,108.2028,15.8357,17.2183,39.4093,10.125,11.6197,62.405,14.4583,19.2586,9.5159,29.004,57.3722,70.5368,79.2997,42.4823
ENSG00000173077,DEC1,47.782,67.4687,40.7483,40.7642,46.5894,31.6639,40.8993,71.9325,52.0224,40.8304,50.3643,36.4792,47.1951,15.2103,26.3164,27.7893
ENSG00000173080,RXFP4,21.7335,5.8949,22.8927,34.1238,43.8284,52.4935,49.9653,39.5553,23.9042,27.5958,14.5796,29.3113,45.8587,20.4983,17.0164,33.2967
ENSG00000173083,HPSE,1123.9693,889.3752,1030.5981,791.71,1468.6967,2005.5154,1132.4284,2187.1282,1258.7712,767.2507,1933.2442,1622.5048,1170.4909,911.076,980.3936,848.2518
ENSG00000173085,COQ2,276.6755,200.0081,152.1759,165.9041,299.7851,283.5208,155.6811,344.1544,166.3992,170.1948,259.5606,219.0474,221.3329,159.3622,175.0689,202.352
ENSG00000173093,CCDC63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173110,HSPA6,7574.9046,405.5733,7563.7663,5515.9936,12552.5331,9184.8982,10683.5391,15119.7392,10055.7981,6210.5573,4176.9826,8524.529,13086.1514,5258.7672,3372.2162,6200.7874
ENSG00000173113,TRMT112,1669.4602,1762.5325,1071.605,1242.5151,1572.8076,1465.5855,803.3301,1689.1624,1366.6339,1222.8726,930.5394,1093.9175,1293.6335,1118.2958,860.4651,1013.1074
ENSG00000173114,LRRN3,219.2047,181.742,232.9797,310.2089,299.8553,33.6456,69.8558,160.6471,601.2971,202.0414,28.1506,260.8004,765.4627,507.8079,483.007,389.4097
ENSG00000173120,KDM2A,11340.2273,9608.8325,8246.3205,6430.9916,10451.5703,9036.2304,7641.1287,10746.6084,8267.5759,7684.4222,8703.3234,7888.6441,11695.163,5272.9119,7823.6116,6112.7508
ENSG00000173124,ACSM6,20.6076,19.0233,12.7653,11.6273,13.3017,26.3564,8.2845,24.043,4.7273,10.2156,10.9665,4.4674,16.7493,11.1969,8.2434,18.9347
ENSG00000173137,ADCK5,413.2038,261.1359,126.2051,153.7352,357.2954,193.5437,122.7189,227.644,209.1811,181.9734,121.2763,141.7061,270.7541,144.4822,222.2162,144.4272
ENSG00000173141,MRPL57,417.1656,546.3433,203.6946,320.7061,347.7154,304.1719,136.575,353.5111,255.4521,279.6916,170.7002,256.2457,370.307,210.5621,240.0325,209.4384
ENSG00000173145,NOC3L,429.9881,432.5159,118.3669,273.1234,336.1198,198.5173,133.7988,240.8399,318.1944,297.7856,107.0045,190.3281,251.6886,185.5279,327.7697,264.2156
ENSG00000173153,ESRRA,1352.2361,1038.5907,860.2981,711.6026,1389.0284,1056.3675,913.0091,1217.4518,783.9309,796.3296,655.5178,903.6308,1401.5672,577.4333,761.6038,627.7993
ENSG00000173156,RHOD,3.1723,2.4174,1.3584,1.8514,1.8382,1.4053,1.6732,1.3942,2.9836,1.3501,0,0,0,0,0,0.6213
ENSG00000173157,ADAMTS20,0,0,0.9999,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173163,COMMD1,226.3978,383.4163,153.5885,183.4511,245.2859,218.582,137.9944,295.3166,187.5946,211.8953,189.7706,145.6373,185.2165,122.5985,173.4949,149.7881
ENSG00000173166,RAPH1,52.6005,194.2041,34.6577,17.9518,93.271,66.4038,32.469,59.2863,31.4708,67.9332,104.6191,47.4461,63.1256,17.2244,78.7335,34.1907
ENSG00000173171,MTX1,1914.8858,1086.5941,3911.7617,1458.4251,1806.209,2605.6306,1924.3535,2596.5948,1980.3326,1361.1778,1311.5792,2101.7648,3377.4166,1123.8014,1138.8017,1151.9618
ENSG00000173175,ADCY5,21.6336,11.1312,11.0591,14.34,9.2493,11.6647,31.6614,7.7035,5.5093,4.2143,6.4872,7.8507,17.8119,4.4043,15.2997,23.4843
ENSG00000173193,PARP14,32514.6633,10387.7661,31113.8252,8884.099,37619.6636,7333.8636,23365.0747,34858.6693,18830.7252,31299.518,11771.4748,14611.4419,13876.3742,9073.9424,11561.9035,13848.893
ENSG00000173198,CYSLTR1,1729.2955,383.563,1198.8335,940.2395,2067.8853,574.6925,1166.9332,2094.6766,1084.3127,1351.8146,414.7425,983.7516,998.5781,788.1941,857.6074,1422.6755
ENSG00000173200,PARP15,5728.579,3695.5075,841.095,2242.3848,4660.5276,2401.7301,1679.2924,2047.2624,2361.2211,2910.9592,2044.5651,1847.0666,2957.1508,1628.1537,4198.1724,2301.2753
ENSG00000173207,CKS1B,229.6558,363.3265,231.8678,119.8226,195.6958,177.8964,79.4365,177.1168,138.7234,189.5142,134.3121,95.7864,145.8902,76.0249,91.3267,100.2673
ENSG00000173208,ABCD2,568.6344,283.4666,127.8845,287.3171,360.5425,417.8793,152.4685,441.064,423.8698,371.2236,202.7359,254.0798,344.4801,345.4536,446.8476,316.0975
ENSG00000173209,AHSA2,4901.4534,4448.4461,2399.0795,2505.3897,5232.0508,4608.6068,2564.5471,3331.9784,3237.3067,3487.95,1869.6224,3354.5681,4456.5555,2782.002,4796.4621,3280.621
ENSG00000173210,ABLIM3,537.8611,731.9223,525.0273,400.7222,809.8419,253.3944,159.5238,269.8942,304.1145,297.9885,87.2503,620.9141,484.3714,184.4728,144.0798,293.6575
ENSG00000173212,MAB21L3,133.9979,101.5015,210.0347,131.8752,95.6182,132.113,83.441,89.0856,143.2653,160.6327,143.6415,113.3491,178.0146,67.0736,82.0757,125.011
ENSG00000173214,MFSD4B,250.8852,170.3361,92.9212,145.6538,264.0491,145.6747,164.5963,165.3178,170.6546,149.925,110.2073,133.2952,206.7797,113.6846,201.4698,129.4221
ENSG00000173218,VANGL1,267.9471,273.3331,128.5046,60.981,161.1776,141.9655,108.498,157.7752,149.1443,233.4055,96.2406,87.0504,175.9536,29.6557,105.7577,60.9751
ENSG00000173221,GLRX,3309.3249,1481.8395,4732.3814,2113.9718,4233.7512,4333.2239,2177.6959,5332.697,2955.732,2928.1766,1164.1125,3315.7444,2616.0471,1949.6943,1880.4841,2297.9965
ENSG00000173226,IQCB1,806.0008,813.3598,419.3425,481.5326,658.7216,417.0066,303.008,621.7215,484.3555,590.2916,389.5984,335.0565,613.9404,391.6484,621.1873,486.3306
ENSG00000173227,SYT12,10.9452,26.0036,13.114,12.4807,12.8062,13.5856,16.8079,17.1844,25.088,13.4734,10.5149,8.9399,15.5948,13.1181,14.0231,12.6934
ENSG00000173230,GOLGB1,4209.7355,3726.4669,1981.6222,2299.455,3740.8488,3118.6581,2340.0051,3635.7487,2564.6346,3272.952,2495.0348,2646.9262,4109.5287,2054.0558,2945.9115,2494.7684
ENSG00000173237,C11orf86,0,4.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173239,LIPM,11.909,5.9212,219.4991,8.0638,18.0097,38.0356,19.0921,62.162,13.01,11.8817,73.767,40.0092,10.6058,21.6183,5.0329,11.1527
ENSG00000173250,GPR151,0.9894,1.9718,0,1.0092,1.9994,0,0.9867,1.0134,0,0,0,0,0.9976,0,0.9875,1.0066
ENSG00000173253,DMRT2,6.9773,1.0619,0,0,0,14.771,2.1513,3.4902,1.0752,2.1291,1.2459,2.3881,0,1.2346,9.6951,0
ENSG00000173258,ZNF483,77.7983,191.1032,28.8305,32.9204,52.7626,58.8995,44.432,64.2006,35.257,52.6994,46.0501,31.2105,56.8379,23.8916,58.2675,31.8434
ENSG00000173261,PLAC8L1,7.9221,3.8494,0,2.9377,4.9238,3.1427,1.0518,1.0021,3.9409,4.8538,0.9918,2.9693,4.9126,1.0029,6.0896,3.1154
ENSG00000173262,SLC2A14,189.7062,11.2999,39.1027,108.2982,13.421,47.8874,175.6503,18.6556,24.673,17.0246,35.3863,35.3826,218.9752,154.5969,63.3401,20.6133
ENSG00000173264,GPR137,510.0606,342.4226,332.2002,291.4595,452.2446,282.9267,235.2545,393.8174,338.9919,269.3388,184.4733,317.247,535.7302,234.6438,267.5261,227.628
ENSG00000173267,SNCG,1.9674,3.8389,0,3.9709,0.9884,1.0185,0.9854,0.8338,4.2344,1.9653,1.8734,1.0938,6.8835,2.2168,1.1212,0
ENSG00000173269,MMRN2,10.1911,6.6527,1.1234,7.4826,20.5187,17.0007,12.4212,14.8488,13.4704,3.9698,11.3225,9.4602,20.9734,0.7707,13.3681,17.4126
ENSG00000173272,MZT2A,642.0386,619.794,370.8465,292.4025,546.2963,390.2046,105.1044,309.5751,283.0254,419.3343,295.7389,276.3439,524.159,255.4498,297.6743,261.1751
ENSG00000173273,TNKS,1855.3633,1905.5952,905.9012,797.6054,1349.6719,798.3242,867.8442,1194.2854,862.128,903.2044,1314.1508,800.3668,1398.4504,641.5073,1004.9155,786.0211
ENSG00000173275,ZNF449,191.4741,147.433,161.7537,93.7278,187.2926,162.4629,154.4938,139.7766,110.713,110.4313,72.766,110.6798,179.662,131.8214,215.4696,111.5576
ENSG00000173276,ZBTB21,774.7401,1825.5935,351.3013,331.5152,557.9101,306.2676,439.1546,477.021,329.1052,424.7432,796.0073,419.2293,677.803,298.363,455.3923,487.5302
ENSG00000173281,PPP1R3B,3104.9501,832.2539,3392.7623,2697.5227,3638.3053,4730.2999,4906.5197,4030.6027,4370.366,3013.9671,4442.0017,2551.1401,3423.6855,2810.3737,2183.0887,2421.9865
ENSG00000173285,OR10K1,0,0,0,0,0,0,0.9804,0,0,0,0,0,0,0,0,0
ENSG00000173295,FAM86B3P,234.5765,264.8073,95.0465,103.0734,142.4567,97.3005,149.1439,160.3592,118.1948,123.3986,82.8449,89.5186,250.7056,83.3701,143.5384,98.3605
ENSG00000173302,GPR148,0,0,0,0,0,0,0,0,0,0,0.964,0,0,0,0.9922,0
ENSG00000173320,STOX2,19.088,7.4463,302.6125,15.203,1.3015,63.1128,20.1845,67.9795,55.1291,7.4764,7.3713,0.6604,19.3135,0.6701,1.2766,2.6147
ENSG00000173327,MAP3K11,5049.971,2325.1629,3897.4989,3615.3555,6004.8789,4714.4959,4113.1574,6759.1111,4605.1712,3190.398,2742.5081,4528.1628,6389.8286,3211.3612,2541.9209,3190.6577
ENSG00000173334,TRIB1,2611.2404,2975.536,10078.3592,2036.4427,1894.2852,4611.0481,5003.3255,4148.0999,2628.9166,1664.4037,10068.9406,5079.0656,11909.6488,2561.1348,1012.9419,3304.1393
ENSG00000173335,CST9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173338,KCNK7,201.3292,69.1148,143.4759,118.066,195.9096,161.4456,120.6351,231.8943,123.0793,90.7663,127.998,158.9422,321.4608,71.9683,52.3377,50.0413
ENSG00000173349,SFT2D3,0,0,0,0,0,0,0,0,0,0,0,0,2.1332,0,0,2.3042
ENSG00000173369,C1QB,88.2165,1635.1716,63.6142,141.562,68.6854,17.4629,159.1877,174.3011,62.7286,50.0195,48.3295,16.3982,52.6226,20.7818,70.4665,77.6206
ENSG00000173372,C1QA,83.6724,1444.8146,51.9443,199.8574,102.749,39.2916,247.078,219.5633,112.2892,74.3517,51.3585,41,86.7834,80.5475,141.7024,111.6836
ENSG00000173376,NDNF,6.2394,3.9062,2.317,4.0518,7.0462,4.1078,9.0312,1.028,3.0297,1.9958,1.0617,2.0427,2.0192,1.0826,4.1129,5.3986
ENSG00000173389,IQCF1,5.9093,2.9305,1.9823,4.7488,1.9805,3.051,1.0158,1.0143,4.9842,0.9835,0.9689,2.0095,0,1.0183,2.0372,3.0338
ENSG00000173391,OLR1,193.0657,2805.8412,2384.8074,54.6333,55.6376,522.9935,80.7915,257.1359,177.0895,11.3988,166.7219,55.9369,361.0893,46.9811,32.4691,62.0157
ENSG00000173401,GLIPR1L1,7.1702,4.8642,7.4147,5.3187,6.0415,1.5425,3.6393,3.3117,2.499,4.1686,0,0.7663,6.1558,0,2.3075,1.5371
ENSG00000173402,DAG1,493.5636,538.1478,141.7121,335.1489,489.3428,301.8004,256.8889,497.0784,364.9231,295.411,255.129,317.4332,361.052,210.8943,337.4541,292.6859
ENSG00000173404,INSM1,0,0,0,0,1.001,0,0,0,0.9962,0,0,0,0.999,0,0,0
ENSG00000173406,DAB1,12.9589,16.323,7.6133,1.1646,7.8768,7.5694,3.4985,10.2854,5.6784,16.2124,3.9392,3.9934,4.9273,4.048,13.5744,10.0744
ENSG00000173409,ARV1,182.2087,130.6383,70.37,159.3535,211.6251,169.2501,70.9406,193.4353,156.2525,128.1351,54.9765,109.0525,85.9639,106.5221,143.0102,122.8937
ENSG00000173418,NAA20,410.5292,601.0283,236.3749,334.2997,498.7064,415.4581,236.4583,541.5401,330.2059,328.121,313.9289,267.9184,382.7719,276.7459,379.2882,346.6299
ENSG00000173421,CCDC36,12.4107,9.5224,33.7264,32.9021,19.1591,43.2794,64.764,20.0606,26.7614,20.353,13.1088,27.7389,55.1192,12.955,20.7631,22.3565
ENSG00000173431,RNASE8,0,0,0,0,0.9786,0,0,0,0,0,0,0,1.9713,0,1.0186,0
ENSG00000173432,SAA1,1.4114,0,0,0,1.9145,0,0.9956,3.3032,0,0.9531,0.9381,0,0,1.0597,0,0
ENSG00000173436,MINOS1,776.4603,628.3038,294.6158,416.9602,728.6777,434.6902,292.9248,679.2038,421.5104,527.0633,362.2008,537.2376,697.5601,471.7223,482.1183,455.1203
ENSG00000173442,EHBP1L1,9186.7879,4222.0907,6525.7,6676.0283,14236.0128,17251.2206,8049.3499,14523.3326,13506.9622,7004.071,6563.0798,12387.7026,16799.0407,6628.2569,8837.6144,8180.1243
ENSG00000173451,THAP2,67.6495,507.5027,61.2011,96.0084,143.2168,72.5692,64.0234,136.2159,124.4371,61.9917,169.3511,90.3891,175.1243,105.5732,112.6349,100.1797
ENSG00000173452,TMEM196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173456,RNF26,629.5574,646.9559,337.3362,442.118,535.9886,369.5369,244.0414,583.0636,449.868,435.1828,360.3529,291.23,544.9364,301.6216,382.7025,322.3452
ENSG00000173457,PPP1R14B,204.6253,358.6418,124.2292,189.095,234.1277,154.1445,102.9786,207.1586,176.4772,196.6327,91.3487,108.7222,258.7866,123.3867,136.1241,127.5975
ENSG00000173464,RNASE11,0,0,0,0,0,0,0,0,0.9948,0,0,0,0,0,0,0
ENSG00000173465,SSSCA1,598.1016,503.8607,271.6491,392.1018,505.5274,358.8821,266.0791,586.951,518.6326,363.4878,308.8038,366.1804,443.679,276.6626,331.5623,366.167
ENSG00000173467,AGR3,0.9912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173473,SMARCC1,3306.3318,3436.9656,1385.9103,1955.5833,2467.6513,2154.6708,1614.4776,2275.0404,2122.6527,1946.1731,1569.0573,1680.8433,2653.9373,1320.8388,2273.8174,1840.3765
ENSG00000173480,ZNF417,523.673,358.6682,339.6414,320.2717,440.9391,293.0798,341.5425,428.5408,295.8246,344.9055,274.1849,249.4702,560.9529,231.7955,417.4865,350.3912
ENSG00000173482,PTPRM,526.2053,219.772,57.358,95.2229,196.3621,156.929,83.6143,117.7896,80.218,238.9313,183.4709,152.9287,190.7836,84.0125,335.3935,64.472
ENSG00000173486,FKBP2,381.9452,591.8903,190.2926,261.7738,404.6491,355.9899,180.0068,421.6538,348.0135,415.5077,290.5308,222.615,395.2798,193.3277,261.3081,229.3982
ENSG00000173503,LTA,22.5076,12.7876,0,0,45.6548,0,0,0,31.1614,17.9741,11.8386,0,0,0,34.4413,12.9785
ENSG00000173511,VEGFB,348.1696,348.5802,158.7567,218.7167,258.2302,170.502,120.1593,147.1334,232.3046,214.0549,121.998,132.4322,385.5754,208.224,293.7456,227.3753
ENSG00000173517,PEAK1,1159.152,1030.4845,1086.2114,490.8258,1022.0413,786.535,645.5577,874.1265,796.8759,918.7288,1010.0306,637.2328,864.6761,472.4524,909.0173,421.6599
ENSG00000173530,TNFRSF10D,126.7428,153.9395,335.4798,199.028,257.1486,163.5674,185.426,225.1063,150.1949,109.5567,138.3505,167.5566,390.3061,217.356,227.0253,230.6201
ENSG00000173531,MST1,230.8972,237.9617,121.9274,93.9243,146.9984,133.578,96.4942,104.8973,126.3816,140.1509,78.2129,109.2487,214.3268,53.3307,127.3863,86.0153
ENSG00000173535,TNFRSF10C,10884.9576,569.9281,9595.7109,9883.9377,11849.1265,16685.4244,16052.2174,22601.6118,15471.4511,11192.1679,8112.1706,13692.0974,16988.6475,9256.1264,10760.2606,13297.049
ENSG00000173540,GMPPB,1020.7085,1997.7143,627.8329,606.8066,1012.2602,553.5846,382.6831,621.0069,592.018,1133.6796,617.8593,460.6351,991.9908,358.7903,457.9854,371.9772
ENSG00000173542,MOB1B,877.8131,903.1868,283.2867,531.9683,972.3994,439.2649,510.0463,708.2071,671.0567,582.8167,418.5764,518.6718,748.4843,325.9798,845.7126,554.2101
ENSG00000173545,ZNF622,953.2937,832.785,776.4341,425.7751,689.669,599.033,454.0446,711.917,516.7347,524.6582,495.2387,444.6046,1025.4296,391.3647,445.6664,395.192
ENSG00000173546,CSPG4,5.2051,12.8436,0.9993,4.0485,10.5307,1.0509,4.9142,6.3888,10.9444,7.8991,2.9245,3.0499,9.9858,3.0946,4.9168,4.0262
ENSG00000173548,SNX33,157.0635,101.8073,37.7,78.7595,239.1831,116.4843,154.6353,252.4867,178.0597,89.4845,68.6817,125.1876,294.1448,88.1153,129.826,129.4706
ENSG00000173557,C2orf70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173559,NABP1,7673.5255,3387.9996,7407.4645,4569.6334,8368.8209,13507.6784,10942.9278,10636.6154,9153.3436,8207.3932,7512.5574,7734.7397,10989.8283,4637.9935,5981.0938,8382.9299
ENSG00000173567,ADGRF3,104.9144,75.3325,78.157,28.7802,45.6148,33.7424,36.0015,45.0947,79.4574,32.3481,9.5688,18.834,89,19.718,31.4429,14.8357
ENSG00000173572,NLRP13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173575,CHD2,11311.2916,12466.2699,8307.7903,5917.9695,9029.8733,10558.9679,8899.4606,9803.648,7999.427,8746.2461,7712.9531,6298.4692,11157.5787,4514.283,7280.736,6406.7538
ENSG00000173578,XCR1,28.8253,35.791,10.8505,18.8418,24.3882,24.0416,12.8566,20.7785,35.0606,25.7381,79.7963,10.9818,14.2842,10.5942,16.788,11.2613
ENSG00000173581,CCDC106,146.774,87.806,74.0699,143.3557,149.8768,71.5089,65.7975,32.6688,119.5358,68.4131,40.0447,45.7863,180.7991,75.5567,97.6062,71.0771
ENSG00000173585,CCR9,81.7391,101.6083,53.8568,114.3795,148.7022,204.5862,53.6807,47.481,18.6046,66.5206,663.6292,64.0227,224.1662,28.8689,87.9915,105.9164
ENSG00000173588,CEP83,278.8086,379.8015,112.323,139.4262,249.9653,221.5139,172.8791,188.1273,198.8739,206.1425,186.3021,87.5035,231.9417,84.0276,230.3399,164.8454
ENSG00000173597,SULT1B1,3090.6032,1081.516,2956.4679,2880.3647,2565.8975,5992.3802,4881.6491,2444.6397,5116.2087,2591.214,2368.5424,3429.2228,4030.618,2295.0768,2243.3757,2338.0863
ENSG00000173598,NUDT4,2030.8613,1869.6313,1101.3638,1938.4012,1523.5889,1062.8686,862.3894,1185.3251,1138.8177,1253.8539,1036.0236,856.0227,1472.6705,920.104,1129.2264,939.9332
ENSG00000173599,PC,196.0614,79.9183,37.1688,51.7911,97.9429,28.0158,36.9005,87.3002,54.1622,55.377,56.952,47.281,96.559,29.8353,95.3327,36.4324
ENSG00000173610,UGT2A1,2.7283,0.5735,2.7428,0,2.78,2.8651,1.159,2.8079,2.1786,7.2664,3.2441,0,0.9589,0.5984,2.2986,0
ENSG00000173611,SCAI,445.601,451.3653,127.059,290.1582,295.4086,247.3488,187.8389,374.3195,378.1256,315.8601,221.4598,214.509,410.7483,281.2995,455.3095,200.2877
ENSG00000173612,GPRC6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173614,NMNAT1,166.9424,215.9294,199.5243,201.3743,376.6607,243.0182,225.9095,318.6168,240.7536,199.5772,107.635,174.8277,293.2439,133.7056,257.2551,182.841
ENSG00000173621,LRFN4,241.2347,198.7525,104.239,101.1121,199.9985,152.9457,46.75,122.2881,170.3267,131.1283,68.8909,58.0958,104.97,27.6794,69.3015,81.6518
ENSG00000173626,TRAPPC3L,149.1153,88.9055,63.67,72.629,182.739,86.6043,96.0201,95.0146,119.037,109.2518,78.7043,130.9007,127.0581,59.3978,106.3452,97.7137
ENSG00000173627,APOBEC4,0.8375,0,0.8444,0,0.846,0,14.4976,0,0,0.835,0.824,0,0.8445,0,0,0
ENSG00000173638,SLC19A1,2490.7223,577.7806,2965.4485,1809.0668,3858.7589,2683.7873,2249.968,2909.6157,2974.6575,1862.1049,1153.9097,3420.507,4942.6674,1292.7875,1897.4017,1710.1084
ENSG00000173641,HSPB7,4.114,2.9089,0,0,1.3331,0,0.8853,0,0.8897,0,0,0,0,0,0,4.3536
ENSG00000173653,RCE1,456.773,776.4464,172.3415,217.4802,297.0482,280.914,171.7311,352.1937,279.4521,221.4374,257.3032,202.3857,338.5632,160.4247,308.9922,175.9156
ENSG00000173660,UQCRH,1647.8716,2305.9981,864.1723,1404.0935,1736.0701,1622.1489,775.5333,1550.6482,1256.6254,1504.1998,1025.6271,1004.6781,1247.5182,925.1871,1102.1883,912.686
ENSG00000173662,TAS1R1,27.9237,9.981,28.1165,20.0745,11.5829,23.9682,23.9367,3.8685,18.6636,7.5091,26.6877,7.4304,30.2864,5.4983,3.6423,25.9701
ENSG00000173673,HES3,0,0,0,0,0,0,0,0,0,0,0,0,0.9988,0,0,0
ENSG00000173674,EIF1AX,1777.6255,3321.6242,982.7958,1162.6422,1576.4852,1199.6833,808.322,1559.8333,1287.5819,1395.5765,1063.3624,791.5116,1741.4253,912.1628,1418.2526,1085.8393
ENSG00000173678,SPDYE2B,57.596,55.8845,20.5909,109.9228,41.6703,17.3643,13.57,11.3818,20.2931,16.4805,10.169,10.6741,33.4003,9.9966,31.9247,19.8039
ENSG00000173679,OR1L1,0,0,0,0,1.0027,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173681,CXorf23,650.8469,425.6817,581.4042,392.492,668.9118,612.5302,516.5417,622.0378,657.8408,531.1092,347.9972,483.6801,577.3452,285.4928,489.896,519.7315
ENSG00000173692,PSMD1,1298.4301,1634.2825,856.8681,901.3169,1276.3664,1009.5636,692.016,1236.2693,739.9055,933.2841,737.1246,815.1387,1020.6762,776.8366,816.6257,752.1092
ENSG00000173698,ADGRG2,30.4768,10.2567,12.5065,9.5302,28.8049,18.9779,20.7598,21.5784,14.2354,21.4622,22.3429,18.2953,24.8077,15.0101,20.5021,17.2484
ENSG00000173699,SPATA3,1.7356,5.2308,0,2.6492,3.2578,5.2885,0,1.7807,1.75,3.4619,7.5102,0.8886,0.8754,0.9013,2.4004,0.8849
ENSG00000173702,MUC13,0,0.9856,0,0,0,0,0,1.0133,0,0.9861,0.9732,0,0,0,0.9879,1.0065
ENSG00000173705,SUSD5,25.5922,11.0467,15.7731,8.4486,21.1196,11.975,18.1984,6.4877,7.5386,19.9575,15.4153,15.9832,95.0475,16.1989,14.6779,5.6912
ENSG00000173706,HEG1,1577.367,1106.0933,410.6748,486.8784,1323.7143,276.1088,384.667,809.9124,435.921,695.8802,434.6088,487.0353,624.6633,318.4261,644.8505,513.8723
ENSG00000173714,WFIKKN2,2.5434,0,0,0,3.5637,2.9113,1.8304,7.8134,1.7041,0,1.4097,1.4682,4.2734,0.882,0,1.7245
ENSG00000173715,C11orf80,303.6337,307.8019,67.2037,244.2421,288.5392,144.8494,96.6904,109.6523,146.4608,204.024,131.1023,110.9918,207.9994,96.3516,216.9209,151.5411
ENSG00000173726,TOMM20,1948.3011,2803.9011,1095.8551,1489.8387,1808.6536,1386.0967,873.5339,1552.7422,1188.5173,1305.4816,1257.726,1019.0237,1962.1372,1255.2984,1257.9605,1565.8633
